Gene.Symbol,EnsID,entrez_id,hgnc_symbol,tissue,phase,pval,fdr,rsq,rAmp,fitmean,amp,G1Acro,Peg,hgnc_name,gene_biotype,type
TMEM144,ENSG00000164124,55314,TMEM144,Artery Tibial,3.938111675,0.150634263,0.431677899,0.147306791,0.305620682,2.770202183,0.846631081,0.84386682,3.094244855,transmembrane protein 144,protein_coding,protein_coding
TMEM147,ENSG00000105677,10430,TMEM147,Artery Tibial,6.181797097,0.011275604,0.121164278,0.197781726,0.196091963,107.9487875,21.16788968,0.84386682,5.337930277,transmembrane protein 147,protein_coding,protein_coding
TMEM14A,ENSG00000096092,28978,TMEM14A,Artery Tibial,3.831884796,0.010072182,0.114736707,0.172118548,0.231408883,66.85075821,15.46985926,0.84386682,2.988017975,transmembrane protein 14A,protein_coding,protein_coding
TMEM14B,ENSG00000137210,81853,TMEM14B,Artery Tibial,1.23968673,0.165516833,0.450869619,0.002166658,0.017015656,19.06456978,0.324396153,0.84386682,0.39581991,transmembrane protein 14B,protein_coding,protein_coding
TMEM14C,ENSG00000111843,51522,TMEM14C,Artery Tibial,1.313814545,0.766097762,0.910059592,0.005396355,0.023049957,166.6992051,3.842409536,0.84386682,0.469947724,transmembrane protein 14C,protein_coding,protein_coding
TMEM150A,ENSG00000168890,129303,TMEM150A,Artery Tibial,0.808646633,0.00054247,0.027547682,0.245874901,0.22600027,22.40033066,5.062480784,0.84386682,6.24796512,transmembrane protein 150A,protein_coding,protein_coding
TMEM150C,ENSG00000249242,441027,TMEM150C,Artery Tibial,0.965100497,0.375056895,0.672189783,0.044679163,0.324004857,4.041472088,1.309456586,0.84386682,0.121233677,transmembrane protein 150C,protein_coding,protein_coding
TMEM158,ENSG00000249992,25907,TMEM158,Artery Tibial,2.006613518,0.734939716,0.896047978,0.021640507,0.433528198,5.817577499,2.522083887,0.84386682,1.162746698,transmembrane protein 158 (gene/pseudogene),protein_coding,protein_coding
TMEM159,ENSG00000011638,57146,TMEM159,Artery Tibial,2.736913441,0.105657327,0.361492529,0.157323518,0.201169309,77.92480735,15.67607965,0.84386682,1.893046621,transmembrane protein 159,protein_coding,protein_coding
TMEM160,ENSG00000130748,54958,TMEM160,Artery Tibial,5.481683459,0.353782121,0.655286249,0.077689463,0.243521535,21.84618751,5.320017123,0.84386682,4.637816638,transmembrane protein 160,protein_coding,protein_coding
TMEM161A,ENSG00000064545,54929,TMEM161A,Artery Tibial,6.169425784,0.333924888,0.63765473,0.057385588,0.077120878,21.02618584,1.621557918,0.84386682,5.325558964,transmembrane protein 161A,protein_coding,protein_coding
TMEM161B,ENSG00000164180,153396,TMEM161B,Artery Tibial,2.658998616,0.181081782,0.469641739,0.114270631,0.141281182,5.360101942,0.757281537,0.84386682,1.815131796,transmembrane protein 161B,protein_coding,protein_coding
TMEM161B-AS1,ENSG00000247828,100505894,TMEM161B-AS1,Artery Tibial,2.900809417,0.118304802,0.382146927,0.129175639,0.139519822,3.45255477,0.481699827,0.84386682,2.056942597,TMEM161B antisense RNA 1,antisense_RNA,antisense_RNA
TMEM164,ENSG00000157600,84187,TMEM164,Artery Tibial,1.232312651,0.003684184,0.070582943,0.155213972,0.221502098,8.541715134,1.892007823,0.84386682,0.38844583,transmembrane protein 164,protein_coding,protein_coding
TMEM165,ENSG00000134851,55858,TMEM165,Artery Tibial,6.063989827,0.497667911,0.763579456,0.052716252,0.116424132,30.37490819,3.53637232,0.84386682,5.220123007,transmembrane protein 165,protein_coding,protein_coding
TMEM167A,ENSG00000174695,153339,TMEM167A,Artery Tibial,5.92035988,0.83654288,0.941272756,0.009040432,0.031926957,36.37927336,1.161479501,0.84386682,5.07649306,transmembrane protein 167A,protein_coding,protein_coding
TMEM167B,ENSG00000215717,56900,TMEM167B,Artery Tibial,2.795150163,0.902841318,0.966348585,0.031933915,0.045510787,45.19078176,2.056668046,0.84386682,1.951283342,transmembrane protein 167B,protein_coding,protein_coding
TMEM168,ENSG00000146802,64418,TMEM168,Artery Tibial,2.536520309,0.660800653,0.859206951,0.047937407,0.078056167,9.9749308,0.77860486,0.84386682,1.692653489,transmembrane protein 168,protein_coding,protein_coding
TMEM17,ENSG00000186889,200728,TMEM17,Artery Tibial,3.400358891,0.324644319,0.628242641,0.045569131,0.138911902,2.275681201,0.316119205,0.84386682,2.556492071,transmembrane protein 17,protein_coding,protein_coding
TMEM170A,ENSG00000166822,124491,TMEM170A,Artery Tibial,1.938157491,0.430763886,0.71480036,0.010351937,0.054986565,4.537634928,0.24950896,0.84386682,1.09429067,transmembrane protein 170A,protein_coding,protein_coding
TMEM170B,ENSG00000205269,100113407,TMEM170B,Artery Tibial,3.066940441,0.053860454,0.263350937,0.170062431,0.198519925,6.191708893,1.229177588,0.84386682,2.223073621,transmembrane protein 170B,protein_coding,protein_coding
TMEM173,ENSG00000184584,340061,TMEM173,Artery Tibial,5.430209273,0.473395206,0.745639612,0.052425387,0.103272762,103.2191647,10.65972824,0.84386682,4.586342453,transmembrane protein 173,protein_coding,protein_coding
TMEM175,ENSG00000127419,84286,TMEM175,Artery Tibial,3.909556385,0.491695603,0.759750184,0.046656062,0.087750206,30.58574743,2.683905626,0.84386682,3.065689565,transmembrane protein 175,protein_coding,protein_coding
TMEM176A,ENSG00000002933,55365,TMEM176A,Artery Tibial,0.924805797,0.537341516,0.790725925,0.005677984,0.187317647,23.5443144,4.410265577,0.84386682,0.080938977,transmembrane protein 176A,protein_coding,protein_coding
TMEM176B,ENSG00000106565,28959,TMEM176B,Artery Tibial,1.358240134,0.784346496,0.918786646,0.008558748,0.236768803,31.70036944,7.505658533,0.84386682,0.514373314,transmembrane protein 176B,protein_coding,protein_coding
TMEM177,ENSG00000144120,80775,TMEM177,Artery Tibial,2.904166826,0.062293167,0.281803318,0.022410851,0.066230924,3.254550754,0.215551905,0.84386682,2.060300005,transmembrane protein 177,protein_coding,protein_coding
TMEM178A,ENSG00000152154,130733,TMEM178A,Artery Tibial,3.406719824,0.014525644,0.138260906,0.186995942,0.305894035,7.783453557,2.380912013,0.84386682,2.562853004,transmembrane protein 178A,protein_coding,protein_coding
TMEM179B,ENSG00000185475,374395,TMEM179B,Artery Tibial,0.734414545,0.033253412,0.205378658,0.131428487,0.145310657,56.48870566,8.208410947,0.84386682,6.173733032,transmembrane protein 179B,protein_coding,protein_coding
TMEM18,ENSG00000151353,129787,TMEM18,Artery Tibial,1.785646263,0.113450885,0.374121065,0.104075553,0.094237817,23.21894137,2.188102342,0.84386682,0.941779443,transmembrane protein 18,protein_coding,protein_coding
TMEM181,ENSG00000146433,57583,TMEM181,Artery Tibial,3.756555984,0.05852609,0.273124715,0.119233483,0.468811205,384.6717133,180.3384096,0.84386682,2.912689164,transmembrane protein 181,protein_coding,protein_coding
TMEM183A,ENSG00000163444,92703,TMEM183A,Artery Tibial,1.190731845,0.599099334,0.826882645,0.083622385,0.102599592,33.44742105,3.431691743,0.84386682,0.346865025,transmembrane protein 183A,protein_coding,protein_coding
TMEM184B,ENSG00000198792,25829,TMEM184B,Artery Tibial,4.412816404,0.000160504,0.014080209,0.241938919,0.216548719,60.93510242,13.19541836,0.84386682,3.568949584,transmembrane protein 184B,protein_coding,protein_coding
TMEM184C,ENSG00000164168,55751,TMEM184C,Artery Tibial,1.448663508,0.01379005,0.134879244,0.17747164,0.17266762,14.67480812,2.533864196,0.84386682,0.604796688,transmembrane protein 184C,protein_coding,protein_coding
TMEM185A,ENSG00000155984,NA,NA,Artery Tibial,2.802466428,0.013686632,0.134631588,0.14460092,0.140482335,7.827819116,1.099670311,0.84386682,1.958599608,NA,NA,NoEntrez
TMEM185B,ENSG00000226479,79134,TMEM185B,Artery Tibial,5.766629101,0.253513233,0.557454121,0.02191049,0.075291207,14.0628665,1.058810191,0.84386682,4.922762281,transmembrane protein 185B,protein_coding,protein_coding
TMEM186,ENSG00000184857,25880,TMEM186,Artery Tibial,1.237506528,0.00853089,0.105240037,0.153113874,0.169354087,12.4851602,2.114412906,0.84386682,0.393639708,transmembrane protein 186,protein_coding,protein_coding
TMEM187,ENSG00000177854,8269,TMEM187,Artery Tibial,3.337892922,0.89875792,0.965497097,0.017088416,0.056784306,11.85961148,0.673439808,0.84386682,2.494026102,transmembrane protein 187,protein_coding,protein_coding
TMEM189,ENSG00000240849,387521,TMEM189,Artery Tibial,5.43784339,0.916115261,0.971245757,0.020356711,0.056848847,38.49050752,2.188140969,0.84386682,4.59397657,transmembrane protein 189,protein_coding,protein_coding
TMEM19,ENSG00000139291,55266,TMEM19,Artery Tibial,3.028006163,0.6069052,0.830390199,0.004965817,0.028243319,7.620809707,0.215236963,0.84386682,2.184139342,transmembrane protein 19,protein_coding,protein_coding
TMEM191A,ENSG00000226287,84222,TMEM191A,Artery Tibial,4.576058824,0.734105666,0.89575596,0.006604059,0.059524043,1.318603793,0.078488628,0.84386682,3.732192004,transmembrane protein 191A (pseudogene),transcribed_unprocessed_pseudogene,other
TMEM192,ENSG00000170088,201931,TMEM192,Artery Tibial,1.648261852,3.49418E-06,0.001310404,0.377142276,0.360941512,10.6233195,3.834397008,0.84386682,0.804395032,transmembrane protein 192,protein_coding,protein_coding
TMEM194A,ENSG00000166881,23306,NEMP1,Artery Tibial,3.003710267,0.004318708,0.074465448,0.237698582,0.24605754,15.9222469,3.917788907,0.84386682,2.159843447,nuclear envelope integral membrane protein 1,protein_coding,protein_coding
TMEM194B,ENSG00000189362,100131211,NEMP2,Artery Tibial,2.53073801,0.22405117,0.523224105,0.119635853,0.097256597,3.305944391,0.321524902,0.84386682,1.68687119,nuclear envelope integral membrane protein 2,protein_coding,protein_coding
TMEM198,ENSG00000188760,130612,TMEM198,Artery Tibial,6.206931576,0.35820059,0.659227953,0.062040785,0.139637288,3.518607209,0.491328768,0.84386682,5.363064756,transmembrane protein 198,protein_coding,protein_coding
TMEM198B,ENSG00000182796,440104,TMEM198B,Artery Tibial,1.388380258,0.602213347,0.828004185,0.021404236,0.113271919,16.84563827,1.908137767,0.84386682,0.544513438,transmembrane protein 198B (pseudogene),transcribed_unitary_pseudogene,other
TMEM199,ENSG00000244045,147007,TMEM199,Artery Tibial,1.192385815,0.001517965,0.043290861,0.180608221,0.146685742,12.21423459,1.791654062,0.84386682,0.348518995,transmembrane protein 199,protein_coding,protein_coding
TMEM2,ENSG00000135048,23670,TMEM2,Artery Tibial,5.875528385,0.313213882,0.617436208,0.091527209,0.373525644,8.223609895,3.071729179,0.84386682,5.031661565,transmembrane protein 2,protein_coding,protein_coding
TMEM200A,ENSG00000164484,114801,TMEM200A,Artery Tibial,2.69131204,0.366777422,0.666750862,0.000932386,0.051203383,4.611807859,0.236140162,0.84386682,1.84744522,transmembrane protein 200A,protein_coding,protein_coding
TMEM200B,ENSG00000253304,399474,TMEM200B,Artery Tibial,3.159231345,0.261521027,0.566007353,0.083397575,0.110171934,35.46260739,3.906984039,0.84386682,2.315364525,transmembrane protein 200B,protein_coding,protein_coding
TMEM201,ENSG00000188807,199953,TMEM201,Artery Tibial,0.51040712,0.410860987,0.699662354,0.05548222,0.120906651,3.178200274,0.38426555,0.84386682,5.949725607,transmembrane protein 201,protein_coding,protein_coding
TMEM203,ENSG00000187713,94107,TMEM203,Artery Tibial,1.190540708,0.429577287,0.714343076,0.066377344,0.078187903,47.7915038,3.736717441,0.84386682,0.346673888,transmembrane protein 203,protein_coding,protein_coding
TMEM204,ENSG00000131634,79652,TMEM204,Artery Tibial,1.16579496,0.02103756,0.166097073,0.098352908,0.270288128,63.61652773,17.19479222,0.84386682,0.32192814,transmembrane protein 204,protein_coding,protein_coding
TMEM205,ENSG00000105518,374882,TMEM205,Artery Tibial,5.7730836,0.172733347,0.460336029,0.053776723,0.070162854,60.42940691,4.239899639,0.84386682,4.92921678,transmembrane protein 205,protein_coding,protein_coding
TMEM206,ENSG00000065600,55248,TMEM206,Artery Tibial,5.645300152,0.431785158,0.715252235,0.03739992,0.12902778,3.348559738,0.43205723,0.84386682,4.801433332,transmembrane protein 206,protein_coding,protein_coding
TMEM208,ENSG00000168701,29100,TMEM208,Artery Tibial,0.040726835,0.002856209,0.062222766,0.228555082,0.240863182,33.41063609,8.047392122,0.84386682,5.480045322,transmembrane protein 208,protein_coding,protein_coding
TMEM209,ENSG00000146842,84928,TMEM209,Artery Tibial,2.146778162,0.128837207,0.398081759,0.118999814,0.152034425,7.635372881,1.160839524,0.84386682,1.302911342,transmembrane protein 209,protein_coding,protein_coding
TMEM214,ENSG00000119777,54867,TMEM214,Artery Tibial,5.65729217,0.049244736,0.250873865,0.123431743,0.112053678,93.68301641,10.49752658,0.84386682,4.81342535,transmembrane protein 214,protein_coding,protein_coding
TMEM216,ENSG00000187049,51259,TMEM216,Artery Tibial,0.389526823,0.004754307,0.078188816,0.101846872,0.186807472,8.580401594,1.602883127,0.84386682,5.82884531,transmembrane protein 216,protein_coding,protein_coding
TMEM218,ENSG00000150433,219854,TMEM218,Artery Tibial,4.352159405,0.716601116,0.888508346,0.002449322,0.02136275,12.34115127,0.26364093,0.84386682,3.508292585,transmembrane protein 218,protein_coding,protein_coding
TMEM219,ENSG00000149932,124446,TMEM219,Artery Tibial,4.344282528,0.618288178,0.835956823,0.003466586,0.021641376,80.05592288,1.732520306,0.84386682,3.500415708,transmembrane protein 219,protein_coding,protein_coding
TMEM220,ENSG00000187824,388335,TMEM220,Artery Tibial,2.830803609,0.165897661,0.451493253,0.210065823,0.147597172,13.19679598,1.947809771,0.84386682,1.986936789,transmembrane protein 220,protein_coding,protein_coding
TMEM222,ENSG00000186501,84065,TMEM222,Artery Tibial,1.340049456,0.290665839,0.597298391,0.032509912,0.058943644,36.40335859,2.145746619,0.84386682,0.496182636,transmembrane protein 222,protein_coding,protein_coding
TMEM223,ENSG00000168569,79064,TMEM223,Artery Tibial,0.182910584,0.309939411,0.615009241,0.038196136,0.086690316,10.1125834,0.876663052,0.84386682,5.622229071,transmembrane protein 223,protein_coding,protein_coding
TMEM230,ENSG00000089063,29058,TMEM230,Artery Tibial,3.64866297,0.824503792,0.937339997,0.009411075,0.031259063,119.9708225,3.750175548,0.84386682,2.80479615,transmembrane protein 230,protein_coding,protein_coding
TMEM231,ENSG00000205084,79583,TMEM231,Artery Tibial,4.151987478,0.153291848,0.434668237,0.122265356,0.163248944,10.20683048,1.666254299,0.84386682,3.308120658,transmembrane protein 231,protein_coding,protein_coding
TMEM234,ENSG00000160055,56063,TMEM234,Artery Tibial,4.956988493,0.678808134,0.86791499,0.045645742,0.089224847,10.76384324,0.960402271,0.84386682,4.113121673,transmembrane protein 234,protein_coding,protein_coding
TMEM237,ENSG00000155755,65062,TMEM237,Artery Tibial,2.147154156,0.122459126,0.388045913,0.189551281,0.175679347,19.75525626,3.470590515,0.84386682,1.303287336,transmembrane protein 237,protein_coding,protein_coding
TMEM240,ENSG00000205090,339453,TMEM240,Artery Tibial,2.730747703,0.368192217,0.667785207,0.046214888,0.131316784,8.709386088,1.143688569,0.84386682,1.886880883,transmembrane protein 240,protein_coding,protein_coding
TMEM241,ENSG00000134490,85019,TMEM241,Artery Tibial,4.553236336,0.535220147,0.788625999,0.034200907,0.109571977,2.097771876,0.229857012,0.84386682,3.709369516,transmembrane protein 241,protein_coding,protein_coding
TMEM242,ENSG00000215712,729515,TMEM242,Artery Tibial,1.463136181,0.728736556,0.893326288,0.028778054,0.05169897,16.56447271,0.856366176,0.84386682,0.619269361,transmembrane protein 242,protein_coding,protein_coding
TMEM243,ENSG00000135185,79161,TMEM243,Artery Tibial,1.938345428,0.691542256,0.874174213,0.052589119,0.082314038,21.32997138,1.75575608,0.84386682,1.094478607,transmembrane protein 243,protein_coding,protein_coding
TMEM245,ENSG00000106771,23731,TMEM245,Artery Tibial,2.414382726,0.264529278,0.569254613,0.136231107,0.145190533,42.29527977,6.140874213,0.84386682,1.570515906,transmembrane protein 245,protein_coding,protein_coding
TMEM246,ENSG00000165152,84302,TMEM246,Artery Tibial,3.25890721,0.804763757,0.928716444,0.10516038,0.166668259,13.45440248,2.242421834,0.84386682,2.415040389,transmembrane protein 246,protein_coding,protein_coding
TMEM248,ENSG00000106609,55069,TMEM248,Artery Tibial,2.465623106,0.313783373,0.61757,0.087840037,0.053028099,80.97728454,4.294071423,0.84386682,1.621756286,transmembrane protein 248,protein_coding,protein_coding
TMEM25,ENSG00000149582,84866,TMEM25,Artery Tibial,3.939920553,0.152752407,0.433969664,0.138421384,0.171619902,20.09443218,3.448604482,0.84386682,3.096053733,transmembrane protein 25,protein_coding,protein_coding
TMEM251,ENSG00000153485,26175,TMEM251,Artery Tibial,1.524121498,0.895261598,0.964162483,0.017377136,0.053909167,19.64951756,1.059289127,0.84386682,0.680254678,transmembrane protein 251,protein_coding,protein_coding
TMEM252,ENSG00000181778,169693,TMEM252,Artery Tibial,3.230084874,0.056251704,0.268120332,0.180159179,0.312220911,8.804028273,2.748801728,0.84386682,2.386218054,transmembrane protein 252,protein_coding,protein_coding
TMEM254,ENSG00000133678,80195,TMEM254,Artery Tibial,3.366461234,0.501788289,0.765933768,0.106571368,0.138573287,13.63212537,1.889048425,0.84386682,2.522594414,transmembrane protein 254,protein_coding,protein_coding
TMEM255B,ENSG00000184497,348013,TMEM255B,Artery Tibial,0.190505427,0.47165706,0.744849727,0.062255148,0.351931727,7.133982885,2.51067492,0.84386682,5.629823914,transmembrane protein 255B,protein_coding,protein_coding
TMEM256,ENSG00000205544,254863,TMEM256,Artery Tibial,0.279885043,0.082725325,0.322018191,0.084727964,0.134771152,58.03435173,7.821356458,0.84386682,5.71920353,transmembrane protein 256,protein_coding,protein_coding
TMEM256-PLSCR3,ENSG00000187838,57048,PLSCR3,Artery Tibial,5.673564689,0.155066675,0.437411658,0.104083388,0.117167231,50.81316345,5.953637647,0.84386682,4.829697869,phospholipid scramblase 3,protein_coding,protein_coding
TMEM258,ENSG00000134825,746,TMEM258,Artery Tibial,6.18348343,0.027416529,0.189397025,0.185193845,0.161934669,33.83226227,5.478616196,0.84386682,5.33961661,transmembrane protein 258,protein_coding,protein_coding
TMEM259,ENSG00000182087,91304,TMEM259,Artery Tibial,4.791153984,0.626361392,0.841035379,0.020526203,0.054578645,182.4342233,9.95701277,0.84386682,3.947287164,transmembrane protein 259,protein_coding,protein_coding
TMEM260,ENSG00000070269,54916,TMEM260,Artery Tibial,2.351456155,0.149936258,0.43063255,0.095583044,0.110691522,7.349632149,0.813541967,0.84386682,1.507589335,transmembrane protein 260,protein_coding,protein_coding
TMEM261,ENSG00000137038,90871,TMEM261,Artery Tibial,3.430917757,0.783313924,0.917935488,0.010579652,0.039159695,28.39207761,1.111825106,0.84386682,2.587050937,transmembrane protein 261,protein_coding,protein_coding
TMEM30A,ENSG00000112697,55754,TMEM30A,Artery Tibial,3.504885242,0.459692864,0.734604068,0.054241522,0.0724911,133.3826249,9.669053216,0.84386682,2.661018422,transmembrane protein 30A,protein_coding,protein_coding
TMEM30B,ENSG00000182107,161291,TMEM30B,Artery Tibial,1.991132521,0.647096029,0.852046552,0.032166015,0.156273596,21.48873514,3.358121923,0.84386682,1.147265701,transmembrane protein 30B,protein_coding,protein_coding
TMEM33,ENSG00000109133,55161,TMEM33,Artery Tibial,1.042677606,0.266486394,0.571243554,0.072946332,0.112727448,7.911444331,0.891836929,0.84386682,0.198810786,transmembrane protein 33,protein_coding,protein_coding
TMEM35,ENSG00000126950,59353,TMEM35A,Artery Tibial,3.159541728,0.121572948,0.386790199,0.14856718,0.362376884,28.13388507,10.19506959,0.84386682,2.315674908,transmembrane protein 35A,protein_coding,protein_coding
TMEM37,ENSG00000171227,140738,TMEM37,Artery Tibial,1.444995639,0.541153412,0.79211729,0.037977224,0.39014396,3.116644364,1.215939975,0.84386682,0.601128819,transmembrane protein 37,protein_coding,protein_coding
TMEM38A,ENSG00000072954,79041,TMEM38A,Artery Tibial,3.65697554,0.170380185,0.457092838,0.121226964,0.308112316,9.340199072,2.877830367,0.84386682,2.81310872,transmembrane protein 38A,protein_coding,protein_coding
TMEM38B,ENSG00000095209,55151,TMEM38B,Artery Tibial,1.858640024,0.314983057,0.619274028,0.056343781,0.248253996,27.94179233,6.936661614,0.84386682,1.014773204,transmembrane protein 38B,protein_coding,protein_coding
TMEM39A,ENSG00000176142,55254,TMEM39A,Artery Tibial,6.106922802,0.341401799,0.644278323,0.00953716,0.036084032,13.79033824,0.497611009,0.84386682,5.263055982,transmembrane protein 39A,protein_coding,protein_coding
TMEM39B,ENSG00000121775,55116,TMEM39B,Artery Tibial,0.424286539,0.176810338,0.464587822,0.033693465,0.078083677,10.33399056,0.806915986,0.84386682,5.863605026,transmembrane protein 39B,protein_coding,protein_coding
TMEM41A,ENSG00000163900,90407,TMEM41A,Artery Tibial,1.313535107,0.030337631,0.197695398,0.128429601,0.122061268,11.15326062,1.361381138,0.84386682,0.469668287,transmembrane protein 41A,protein_coding,protein_coding
TMEM41B,ENSG00000166471,440026,TMEM41B,Artery Tibial,3.648132094,0.134494672,0.407011213,0.081110348,0.155163827,14.47151348,2.245455413,0.84386682,2.804265274,transmembrane protein 41B,protein_coding,protein_coding
TMEM42,ENSG00000169964,131616,TMEM42,Artery Tibial,1.469045169,0.858846115,0.950749602,0.003452642,0.027709301,24.89412888,0.689798916,0.84386682,0.625178349,transmembrane protein 42,protein_coding,protein_coding
TMEM43,ENSG00000170876,79188,TMEM43,Artery Tibial,2.701254976,0.255211204,0.558648606,0.022032044,0.039171077,208.6448156,8.172842051,0.84386682,1.857388156,transmembrane protein 43,protein_coding,protein_coding
TMEM44,ENSG00000145014,93109,TMEM44,Artery Tibial,1.181533497,0.450114108,0.72716803,0.020003324,0.137999828,4.872512652,0.672405908,0.84386682,0.337666677,transmembrane protein 44,protein_coding,protein_coding
TMEM44-AS1,ENSG00000231770,NA,NA,Artery Tibial,2.028477267,0.671867666,0.864159037,0.059507579,0.15639062,5.965296884,0.932916481,0.84386682,1.184610447,NA,NA,NoEntrez
TMEM45A,ENSG00000181458,55076,TMEM45A,Artery Tibial,5.459155607,0.517592822,0.777502917,0.043786119,0.150389096,28.47481396,4.282301526,0.84386682,4.615288787,transmembrane protein 45A,protein_coding,protein_coding
TMEM47,ENSG00000147027,83604,TMEM47,Artery Tibial,3.304974978,0.127240253,0.395509953,0.069851364,0.1687124,218.4045259,36.84755167,0.84386682,2.461108158,transmembrane protein 47,protein_coding,protein_coding
TMEM5,ENSG00000118600,10329,TMEM5,Artery Tibial,0.740617208,0.257074867,0.561091239,0.072856974,0.170755259,15.72686369,2.685444677,0.84386682,6.179935695,transmembrane protein 5,protein_coding,protein_coding
TMEM50A,ENSG00000183726,23585,TMEM50A,Artery Tibial,1.34361616,0.507242213,0.769940988,0.050364791,0.066425731,99.59185669,6.615461836,0.84386682,0.49974934,transmembrane protein 50A,protein_coding,protein_coding
TMEM50B,ENSG00000142188,757,TMEM50B,Artery Tibial,2.586440349,0.197445502,0.489890832,0.118321881,0.128505639,60.31425734,7.750722204,0.84386682,1.742573529,transmembrane protein 50B,protein_coding,protein_coding
TMEM51,ENSG00000171729,55092,TMEM51,Artery Tibial,3.183645527,0.758429403,0.906766515,0.076765354,0.221873775,22.68014198,5.03212871,0.84386682,2.339778707,transmembrane protein 51,protein_coding,protein_coding
TMEM53,ENSG00000126106,79639,TMEM53,Artery Tibial,1.020092007,1.32123E-05,0.003196737,0.327072919,0.34304695,4.590115038,1.574624966,0.84386682,0.176225187,transmembrane protein 53,protein_coding,protein_coding
TMEM54,ENSG00000121900,113452,TMEM54,Artery Tibial,5.834544184,0.120845234,0.386441986,0.099616579,0.282882152,11.03274698,3.120967214,0.84386682,4.990677364,transmembrane protein 54,protein_coding,protein_coding
TMEM55A,ENSG00000155099,55529,TMEM55A,Artery Tibial,2.534746038,0.691242507,0.873942592,0.045863336,0.082848693,30.24465903,2.505730459,0.84386682,1.690879218,transmembrane protein 55A,protein_coding,protein_coding
TMEM55B,ENSG00000165782,90809,TMEM55B,Artery Tibial,1.818577142,0.159209206,0.442846081,0.077576746,0.082175572,45.29833297,3.722416422,0.84386682,0.974710322,transmembrane protein 55B,protein_coding,protein_coding
TMEM56,ENSG00000152078,148534,TMEM56,Artery Tibial,3.190487543,0.279579303,0.587321655,0.107077551,0.199290193,9.099765245,1.81349397,0.84386682,2.346620722,transmembrane protein 56,protein_coding,protein_coding
TMEM57,ENSG00000204178,55219,TMEM57,Artery Tibial,2.901049847,0.000538326,0.027547682,0.293217121,0.176881192,21.03595783,3.720865291,0.84386682,2.057183026,transmembrane protein 57,protein_coding,protein_coding
TMEM59,ENSG00000116209,9528,TMEM59,Artery Tibial,1.212291301,0.209716842,0.506025791,0.044838782,0.065236997,136.6668648,8.915735848,0.84386682,0.36842448,transmembrane protein 59,protein_coding,protein_coding
TMEM59L,ENSG00000105696,25789,TMEM59L,Artery Tibial,0.583145874,0.121354513,0.38661998,0.061134964,0.351987405,7.491501359,2.636914122,0.84386682,6.022464361,transmembrane protein 59 like,protein_coding,protein_coding
TMEM60,ENSG00000135211,85025,TMEM60,Artery Tibial,1.313851344,0.281614701,0.589355766,0.061926339,0.122647093,19.4432849,2.384662365,0.84386682,0.469984523,transmembrane protein 60,protein_coding,protein_coding
TMEM61,ENSG00000143001,199964,TMEM61,Artery Tibial,4.190165695,0.728947665,0.893326288,0.033762207,0.372095758,11.11203479,4.13474101,0.84386682,3.346298875,transmembrane protein 61,protein_coding,protein_coding
TMEM62,ENSG00000137842,80021,TMEM62,Artery Tibial,2.253254336,0.073311969,0.302462281,0.132508828,0.122223666,12.38395817,1.513612771,0.84386682,1.409387516,transmembrane protein 62,protein_coding,protein_coding
TMEM63A,ENSG00000196187,9725,TMEM63A,Artery Tibial,3.714264968,0.121668664,0.3869241,0.06975708,0.143868721,25.61218784,3.6847927,0.84386682,2.870398148,transmembrane protein 63A,protein_coding,protein_coding
TMEM63B,ENSG00000137216,55362,TMEM63B,Artery Tibial,3.794223894,0.546046846,0.795103765,0.036305496,0.072493253,22.4169399,1.625076895,0.84386682,2.950357074,transmembrane protein 63B,protein_coding,protein_coding
TMEM64,ENSG00000180694,169200,TMEM64,Artery Tibial,3.058531768,0.912887491,0.970258272,0.030514925,0.07279146,10.48237574,0.763027439,0.84386682,2.214664948,transmembrane protein 64,protein_coding,protein_coding
TMEM65,ENSG00000164983,157378,TMEM65,Artery Tibial,3.70725975,0.70186045,0.880029747,0.007245954,0.037397261,8.450845842,0.31603849,0.84386682,2.86339293,transmembrane protein 65,protein_coding,protein_coding
TMEM66,ENSG00000133872,51669,SARAF,Artery Tibial,1.717149592,0.890311962,0.962398707,0.025146769,0.044287374,223.7645618,9.909944836,0.84386682,0.873282772,store-operated calcium entry associated regulatory factor,protein_coding,protein_coding
TMEM67,ENSG00000164953,91147,TMEM67,Artery Tibial,2.815320308,0.841794146,0.942651088,0.025017961,0.056765385,4.442000062,0.252151846,0.84386682,1.971453488,transmembrane protein 67,protein_coding,protein_coding
TMEM68,ENSG00000167904,137695,TMEM68,Artery Tibial,2.502335525,0.477373855,0.749381039,0.073802568,0.102404577,4.055327147,0.415284062,0.84386682,1.658468705,transmembrane protein 68,protein_coding,protein_coding
TMEM69,ENSG00000159596,51249,TMEM69,Artery Tibial,2.473068107,0.468405662,0.74252915,0.001219068,0.010884314,15.79736969,0.171943531,0.84386682,1.629201287,transmembrane protein 69,protein_coding,protein_coding
TMEM70,ENSG00000175606,54968,TMEM70,Artery Tibial,5.706788897,0.156185043,0.43853896,0.134359924,0.253458207,16.30354622,4.132267599,0.84386682,4.862922077,transmembrane protein 70,protein_coding,protein_coding
TMEM71,ENSG00000165071,137835,TMEM71,Artery Tibial,3.938086939,0.995379237,0.998898101,0.009213057,0.084652059,2.376200328,0.201150251,0.84386682,3.094220119,transmembrane protein 71,protein_coding,protein_coding
